"","V1","V2"
"203","cg02917040","2"
"204","cg02918295","1"
"205","cg02922094","3"
"206","cg02927058","13"
"207","cg02932904","9"
"208","cg02936919","10"
"209","cg02955369","10"
"210","cg02963188","10"
"211","cg02971470","3"
"212","cg02977559","12"
"213","cg02989448","9"
"214","cg02999711","3"
"215","cg03001048","1"
"216","cg03024714","2"
"217","cg03038726","13"
"218","cg03040530","9"
"219","cg03053597","2"
"220","cg03057216","13"
"221","cg03059126","1"
"222","cg03105929","2"
"223","cg03106413","9"
"224","cg03123091","13"
"225","cg03134285","1"
"226","cg03138928","12"
"227","cg03147461","9"
"228","cg03149157","9"
"229","cg03149313","10"
"230","cg03161476","7"
"231","cg03198116","9"
"232","cg03214052","9"
"233","cg03224627","9"
"234","cg03256198","1"
"235","cg03295098","10"
"236","cg03336727","2"
"237","cg03337430","8"
"238","cg03350186","10"
"239","cg03351724","10"
"240","cg03354957","10"
"241","cg03391019","1"
"242","cg03430800","2"
"243","cg03432716","10"
"244","cg03439815","2"
"245","cg03450180","12"
"246","cg03525266","9"
"247","cg03525467","3"
"248","cg03528325","9"
"249","cg03544525","10"
"250","cg03545719","1"
"251","cg03548463","1"
"252","cg03579872","2"
"253","cg03596113","13"
"254","cg03599618","9"
"255","cg03607855","3"
"256","cg03607993","13"
"257","cg03614513","10"
"258","cg03622431","12"
"259","cg03648215","1"
"260","cg03649238","10"
"261","cg03652564","1"
"262","cg03699618","2"
"263","cg03712798","12"
"264","cg03724759","2"
"265","cg03741850","13"
"266","cg03750903","1"
"267","cg03761113","1"
"268","cg03765260","9"
"269","cg03768831","1"
"270","cg03828076","13"
"271","cg03849754","7"
"272","cg03850234","2"
"273","cg03870738","1"
"274","cg03932161","1"
"275","cg03936054","13"
"276","cg03937966","12"
"277","cg03938516","1"
"278","cg03951424","10"
"279","cg03953708","6"
"280","cg03963174","8"
"281","cg03964733","10"
"282","cg03983913","1"
"283","cg03987221","12"
"284","cg03987847","12"
"285","cg04076263","1"
"286","cg04078732","8"
"287","cg04080270","2"
"288","cg04090867","3"
"289","cg04092332","1"
"290","cg04095826","13"
"291","cg04095833","13"
"292","cg04099264","2"
"293","cg04118154","10"
"294","cg04129132","12"
"295","cg04144606","3"
"296","cg04147479","9"
"297","cg04147929","1"
"298","cg04151062","10"
"299","cg04167280","9"
"300","cg04208291","12"
"301","cg04208466","1"
"302","cg04213101","2"
"303","cg04218899","7"
"304","cg04226375","9"
"305","cg04226892","12"
"306","cg04232674","10"
"307","cg04263215","9"
"308","cg04276316","3"
"309","cg04287330","2"
"310","cg04292301","12"
"311","cg04296289","9"
"312","cg04313552","2"
"313","cg04353603","2"
"314","cg04354126","1"
"315","cg04360049","2"
"316","cg04364517","2"
"317","cg04394737","12"
"318","cg04457794","3"
"319","cg04462209","10"
"320","cg04469105","10"
"321","cg04484523","13"
"322","cg04548841","2"
"323","cg04553903","8"
"324","cg04560832","12"
"325","cg04576607","13"
"326","cg04601510","8"
"327","cg04605617","9"
"328","cg04609711","10"
"329","cg04643103","10"
"330","cg04664618","8"
"331","cg04722610","8"
"332","cg04830147","13"
"333","cg04836442","1"
"334","cg04851348","8"
"335","cg04853978","3"
"336","cg04858536","12"
"337","cg04872603","12"
"338","cg04880657","1"
"339","cg04880874","8"
"340","cg04885562","8"
"341","cg04902327","12"
"342","cg04909854","1"
"343","cg04932329","1"
"344","cg04934776","12"
"345","cg04935522","8"
"346","cg04967775","2"
"347","cg04985032","1"
"348","cg04985610","13"
"349","cg04986304","1"
"350","cg05036120","3"
"351","cg05048057","3"
"352","cg05098011","2"
"353","cg05106907","12"
"354","cg05120074","1"
"355","cg05128201","1"
"356","cg05138148","6"
"357","cg05158293","5"
"358","cg05163056","1"
"359","cg05227721","13"
"360","cg05266784","2"
"361","cg05270688","10"
"362","cg05332152","3"
"363","cg05345888","13"
"364","cg05346593","10"
"365","cg05355679","10"
"366","cg05369166","2"
"367","cg05369428","9"
"368","cg05380846","13"
"369","cg05413451","6"
"370","cg05440289","3"
"371","cg05460716","13"
"372","cg05488833","1"
"373","cg05599320","2"
"374","cg05610148","10"
"375","cg05625834","3"
"376","cg05630812","2"
"377","cg05652840","2"
"378","cg05659526","12"
"379","cg05661060","12"
"380","cg05687930","10"
"381","cg05700447","9"
"382","cg05700897","9"
"383","cg05712300","1"
"384","cg05767546","8"
"385","cg05775746","12"
"386","cg05787035","3"
"387","cg05797224","9"
"388","cg05814135","9"
"389","cg05816157","12"
"390","cg05821866","10"
"391","cg05909475","10"
"392","cg05935075","3"
"393","cg05938177","10"
"394","cg05938725","10"
"395","cg05946513","9"
"396","cg05951219","3"
"397","cg05951828","13"
"398","cg05965015","9"
"399","cg05967123","10"
"400","cg05982973","10"
"401","cg06099126","12"
"402","cg06117824","8"
"403","cg06121192","3"
"404","cg06121507","1"
"405","cg06150468","10"
"406","cg06160606","8"
"407","cg06176471","12"
"408","cg06201672","3"
"409","cg06208834","9"
"410","cg06212361","12"
"411","cg06268921","2"
"412","cg06275635","1"
"413","cg06299537","7"
"414","cg06315177","12"
"415","cg06350257","1"
"416","cg06353330","2"
"417","cg06354519","1"
"418","cg06359938","9"
"419","cg06360604","12"
"420","cg06363680","6"
"421","cg06375539","9"
"422","cg06400319","12"
"423","cg06419270","10"
"424","cg06420088","6"
"425","cg06432479","2"
"426","cg06438011","2"
"427","cg06444374","9"
"428","cg06459724","8"
"429","cg06512128","12"
"430","cg06513960","3"
"431","cg06529453","2"
"432","cg06540941","2"
"433","cg06541188","10"
"434","cg06544652","13"
"435","cg06545845","10"
"436","cg06558372","13"
"437","cg06567342","2"
"438","cg06585027","2"
"439","cg06615154","3"
"440","cg06625811","2"
"441","cg06626314","3"
"442","cg06626591","12"
"443","cg06650378","8"
"444","cg06710101","1"
"445","cg06711333","12"
"446","cg06712362","8"
"447","cg06713297","10"
"448","cg06714088","1"
"449","cg06720014","13"
"450","cg06747794","8"
"451","cg06770908","12"
"452","cg06779393","1"
"453","cg06780463","12"
"454","cg06788764","1"
"455","cg06789545","12"
"456","cg06793277","9"
"457","cg06793307","13"
"458","cg06805871","9"
"459","cg06812278","6"
"460","cg06814612","1"
"461","cg06821274","7"
"462","cg06821641","1"
"463","cg06826710","13"
"464","cg06827256","9"
"465","cg06878388","2"
"466","cg06879508","8"
"467","cg06899755","10"
"468","cg06914949","10"
"469","cg06931515","13"
"470","cg06941093","12"
"471","cg06941836","7"
"472","cg06942946","9"
"473","cg06956273","1"
"474","cg06959596","12"
"475","cg06966245","9"
"476","cg06969521","9"
"477","cg06970451","13"
"478","cg06978604","9"
"479","cg06981504","3"
"480","cg06985259","1"
"481","cg06989253","12"
"482","cg06991569","12"
"483","cg07005523","7"
"484","cg07006920","1"
"485","cg07037116","3"
"486","cg07048210","3"
"487","cg07063183","3"
"488","cg07093046","10"
"489","cg07097863","2"
"490","cg07106989","12"
"491","cg07117596","13"
"492","cg07152030","13"
"493","cg07164722","1"
"494","cg07169524","10"
"495","cg07178064","12"
"496","cg07180188","12"
"497","cg07182010","1"
"498","cg07186460","2"
"499","cg07197864","10"
"500","cg07213264","1"
"501","cg07221518","9"
"502","cg07223534","8"
"503","cg07224455","12"
"504","cg07232063","12"
"505","cg07236127","3"
"506","cg07238657","10"
"507","cg07243700","10"
"508","cg07245624","12"
"509","cg07318049","2"
"510","cg07354440","12"
"511","cg07357033","12"
"512","cg07362943","9"
"513","cg07363212","1"
"514","cg07364927","12"
"515","cg07416818","6"
"516","cg07426077","1"
"517","cg07437033","2"
"518","cg07509199","3"
"519","cg07560174","10"
"520","cg07566050","9"
"521","cg07574854","12"
"522","cg07584003","13"
"523","cg07596920","2"
"524","cg07701683","1"
"525","cg07708653","13"
"526","cg07720789","13"
"527","cg07730364","2"
"528","cg07757497","10"
"529","cg07787240","9"
"530","cg07787248","10"
"531","cg07789750","1"
"532","cg07813445","8"
"533","cg07818949","9"
"534","cg07820280","9"
"535","cg07832245","12"
"536","cg07833865","13"
"537","cg07836152","1"
"538","cg07836257","10"
"539","cg07892126","2"
"540","cg07916615","9"
"541","cg07957795","10"
"542","cg07968720","10"
"543","cg07980404","8"
"544","cg08000336","10"
"545","cg08005943","10"
"546","cg08026416","2"
"547","cg08042135","3"
"548","cg08055490","13"
"549","cg08095278","10"
"550","cg08107735","1"
"551","cg08113661","10"
"552","cg08160066","2"
"553","cg08164493","3"
"554","cg08190044","2"
"555","cg08240592","3"
"556","cg08240832","1"
"557","cg08270053","10"
"558","cg08299045","10"
"559","cg08360728","2"
"560","cg08390254","3"
"561","cg08423575","1"
"562","cg08429159","10"
"563","cg08440544","3"
"564","cg08460865","2"
"565","cg08483281","10"
"566","cg08491437","12"
"567","cg08529614","2"
"568","cg08535515","10"
"569","cg08540745","9"
"570","cg08544331","13"
"571","cg08544746","2"
"572","cg08548284","12"
"573","cg08555657","3"
"574","cg08614201","9"
"575","cg08638097","9"
"576","cg08643997","3"
"577","cg08644365","3"
"578","cg08649608","8"
"579","cg08651003","13"
"580","cg08654262","1"
"581","cg08707063","10"
"582","cg08733086","10"
"583","cg08746138","10"
"584","cg08818525","2"
"585","cg08853487","3"
"586","cg08853797","3"
"587","cg08864035","2"
"588","cg08865423","10"
"589","cg08882612","13"
"590","cg08885854","12"
"591","cg08887028","9"
"592","cg08899531","13"
"593","cg08903465","3"
"594","cg08918576","13"
"595","cg08927102","8"
"596","cg08947084","1"
"597","cg09009042","10"
"598","cg09022720","2"
"599","cg09036295","13"
"600","cg09060489","1"
"601","cg09063944","2"
"602","cg09070316","12"
"603","cg09117622","13"
"604","cg09132577","1"
"605","cg09134840","2"
"606","cg09159389","10"
"607","cg09160450","13"
"608","cg09166345","10"
"609","cg09168501","1"
"610","cg09182435","3"
"611","cg09187549","12"
"612","cg09230154","13"
"613","cg09234164","13"
"614","cg09251492","8"
"615","cg09264742","10"
"616","cg09275655","10"
"617","cg09278187","1"
"618","cg09278610","12"
"619","cg09292077","1"
"620","cg09306577","10"
"621","cg09316592","2"
"622","cg09324544","13"
"623","cg09330116","12"
"624","cg09347582","13"
"625","cg09364089","10"
"626","cg09367721","8"
"627","cg09414137","10"
"628","cg09414863","3"
"629","cg09461185","10"
"630","cg09472802","10"
"631","cg09506001","1"
"632","cg09516302","10"
"633","cg09548241","3"
"634","cg09551072","12"
"635","cg09584966","6"
"636","cg09586198","12"
"637","cg09664054","1"
"638","cg09753749","1"
"639","cg09767658","8"
"640","cg09769084","12"
"641","cg09800430","12"
"642","cg09819083","10"
"643","cg09820673","9"
"644","cg09823395","10"
"645","cg09844185","2"
"646","cg09854011","12"
"647","cg09862948","5"
"648","cg09932345","2"
"649","cg09932694","2"
"650","cg09992387","13"
"651","cg10014453","8"
"652","cg10016350","10"
"653","cg10016835","2"
"654","cg10027102","10"
"655","cg10064525","9"
"656","cg10065162","2"
"657","cg10080807","10"
"658","cg10092691","13"
"659","cg10111629","13"
"660","cg10121601","10"
"661","cg10164640","10"
"662","cg10207631","5"
"663","cg10237817","3"
"664","cg10313675","2"
"665","cg10317628","10"
"666","cg10322308","2"
"667","cg10332202","12"
"668","cg10347418","1"
"669","cg10375802","2"
"670","cg10380762","13"
"671","cg10399850","12"
"672","cg10438560","1"
"673","cg10482024","2"
"674","cg10485000","13"
"675","cg10495572","2"
"676","cg10500911","3"
"677","cg10514638","2"
"678","cg10526817","1"
"679","cg10540721","1"
"680","cg10556999","12"
"681","cg10588211","6"
"682","cg10591064","2"
"683","cg10691259","2"
"684","cg10701110","3"
"685","cg10710306","2"
"686","cg10716909","3"
"687","cg10770046","13"
"688","cg10771630","1"
"689","cg10781632","3"
"690","cg10822391","1"
"691","cg10830841","12"
"692","cg10890570","2"
"693","cg10891879","2"
"694","cg10945885","1"
"695","cg10956811","13"
"696","cg10956857","8"
"697","cg10977280","12"
"698","cg10981580","2"
"699","cg10985158","3"
"700","cg10991081","1"
"701","cg11047111","6"
"702","cg11069695","8"
"703","cg11070929","1"
"704","cg11140897","10"
"705","cg11159591","2"
"706","cg11165357","10"
"707","cg11166312","1"
"708","cg11177107","2"
"709","cg11187360","10"
"710","cg11191040","2"
"711","cg11203905","9"
"712","cg11237362","13"
"713","cg11249215","10"
"714","cg11254726","12"
"715","cg11258489","13"
"716","cg11263042","10"
"717","cg11276438","10"
"718","cg11295466","10"
"719","cg11298680","10"
"720","cg11320143","2"
"721","cg11332388","2"
"722","cg11338128","3"
"723","cg11339840","10"
"724","cg11379972","9"
"725","cg11399837","13"
"726","cg11409022","1"
"727","cg11413570","12"
"728","cg11415402","8"
"729","cg11430783","13"
"730","cg11467639","2"
"731","cg11502736","10"
"732","cg11519710","8"
"733","cg11527153","9"
"734","cg11546106","6"
"735","cg11570585","10"
"736","cg11573859","2"
"737","cg11654006","12"
"738","cg11662066","2"
"739","cg11680118","1"
"740","cg11697695","1"
"741","cg11716270","2"
"742","cg11725101","5"
"743","cg11735242","1"
"744","cg11742801","2"
"745","cg11769086","10"
"746","cg11787186","3"
"747","cg11794649","10"
"748","cg11802442","12"
"749","cg11812069","2"
"750","cg11825706","13"
"751","cg11832727","2"
"752","cg11833125","1"
"753","cg11837102","3"
"754","cg11841288","1"
"755","cg11857363","9"
"756","cg11946165","13"
"757","cg11967952","2"
"758","cg11968318","12"
"759","cg11986810","2"
"760","cg11988531","13"
"761","cg11993086","2"
"762","cg12046053","13"
"763","cg12046375","2"
"764","cg12060472","2"
"765","cg12061021","6"
"766","cg12062067","3"
"767","cg12062270","9"
"768","cg12064008","2"
"769","cg12066344","12"
"770","cg12073907","1"
"771","cg12077889","12"
"772","cg12079740","3"
"773","cg12118011","2"
"774","cg12124731","2"
"775","cg12132508","12"
"776","cg12136895","12"
"777","cg12184864","2"
"778","cg12206290","12"
"779","cg12274898","9"
"780","cg12284465","9"
"781","cg12296007","12"
"782","cg12301619","13"
"783","cg12369402","1"
"784","cg12379145","1"
"785","cg12396057","8"
"786","cg12413606","12"
"787","cg12426360","9"
"788","cg12446763","1"
"789","cg12451271","10"
"790","cg12497298","10"
"791","cg12581970","13"
"792","cg12585759","10"
"793","cg12590411","1"
"794","cg12593776","1"
"795","cg12596505","10"
"796","cg12601643","2"
"797","cg12607967","3"
"798","cg12608881","3"
"799","cg12609142","12"
"800","cg12610119","10"
"801","cg12610430","13"
"802","cg12614519","13"
"803","cg12640482","9"
"804","cg12646227","13"
"805","cg12649340","1"
"806","cg12691620","2"
"807","cg12700148","8"
"808","cg12701302","8"
"809","cg12728791","13"
"810","cg12733595","10"
"811","cg12734710","13"
"812","cg12737363","10"
"813","cg12738164","13"
"814","cg12743388","13"
"815","cg12752449","12"
"816","cg12807776","7"
"817","cg13061767","12"
"818","cg13066016","10"
"819","cg13080029","9"
"820","cg13081009","13"
"821","cg13100753","1"
"822","cg13104274","12"
"823","cg13132404","5"
"824","cg13132816","12"
"825","cg13134535","7"
"826","cg13168314","2"
"827","cg13175981","2"
"828","cg13186599","9"
"829","cg13206126","13"
"830","cg13206932","1"
"831","cg13235992","2"
"832","cg13240598","10"
"833","cg13242658","2"
"834","cg13253785","6"
"835","cg13262752","7"
"836","cg13304265","12"
"837","cg13305585","2"
"838","cg13331550","2"
"839","cg13342625","10"
"840","cg13358262","1"
"841","cg13363823","9"
"842","cg13369284","12"
"843","cg13391935","8"
"844","cg13393917","3"
"845","cg13395373","13"
"846","cg13396019","9"
"847","cg13397275","3"
"848","cg13397379","3"
"849","cg13402298","13"
"850","cg13402865","8"
"851","cg13419869","9"
"852","cg13422555","12"
"853","cg13428681","9"
"854","cg13432294","2"
"855","cg13436343","2"
"856","cg13438300","2"
"857","cg13452193","10"
"858","cg13452718","2"
"859","cg13454184","2"
"860","cg13455257","8"
"861","cg13464436","3"
"862","cg13464496","10"
"863","cg13466970","7"
"864","cg13469034","13"
"865","cg13473184","1"
"866","cg13474124","1"
"867","cg13488501","13"
"868","cg13498800","3"
"869","cg13546173","6"
"870","cg13557417","8"
"871","cg13558322","13"
"872","cg13561226","12"
"873","cg13567636","2"
"874","cg13600007","10"
"875","cg13674174","10"
"876","cg13758666","10"
"877","cg13769805","12"
"878","cg13780428","3"
"879","cg13802571","2"
"880","cg13803632","12"
"881","cg13844853","1"
"882","cg13853591","6"
"883","cg13857382","10"
"884","cg13859739","13"
"885","cg13870041","6"
"886","cg13880950","2"
"887","cg13898771","1"
"888","cg13911768","12"
"889","cg13912204","10"
"890","cg13914024","12"
"891","cg13917023","1"
"892","cg13930203","2"
"893","cg13968061","9"
"894","cg13974768","2"
"895","cg13976370","2"
"896","cg13981287","3"
"897","cg13984181","10"
"898","cg13989455","8"
"899","cg14024728","3"
"900","cg14028272","9"
"901","cg14044461","9"
"902","cg14084857","2"
"903","cg14176804","9"
"904","cg14279825","5"
"905","cg14303330","2"
"906","cg14314614","10"
"907","cg14315054","8"
"908","cg14321743","9"
"909","cg14367344","6"
"910","cg14509921","10"
"911","cg14511586","13"
"912","cg14515779","12"
"913","cg14517454","1"
"914","cg14519917","2"
"915","cg14524600","2"
"916","cg14559422","3"
"917","cg14565332","3"
"918","cg14664759","10"
"919","cg14740771","1"
"920","cg14772955","5"
"921","cg14782735","10"
"922","cg14784373","13"
"923","cg14831266","10"
"924","cg14837130","9"
"925","cg14852267","12"
"926","cg14854718","7"
"927","cg14855150","1"
"928","cg14858152","2"
"929","cg14892118","6"
"930","cg14958889","2"
"931","cg14964658","2"
"932","cg14965064","8"
"933","cg15015518","9"
"934","cg15035716","13"
"935","cg15061086","13"
"936","cg15062411","3"
"937","cg15075537","13"
"938","cg15090562","12"
"939","cg15096432","6"
"940","cg15125626","12"
"941","cg15127443","9"
"942","cg15129663","1"
"943","cg15133133","10"
"944","cg15136568","13"
"945","cg15141379","10"
"946","cg15163974","6"
"947","cg15198788","9"
"948","cg15200009","12"
"949","cg15208519","9"
"950","cg15209277","1"
"951","cg15231462","12"
"952","cg15251242","8"
"953","cg15324917","1"
"954","cg15379237","10"
"955","cg15466016","8"
"956","cg15467085","1"
"957","cg15473314","1"
"958","cg15486123","9"
"959","cg15505642","1"
"960","cg15512534","3"
"961","cg15513156","12"
"962","cg15545861","10"
"963","cg15574609","12"
"964","cg15585555","2"
"965","cg15586632","13"
"966","cg15587553","13"
"967","cg15590113","9"
"968","cg15593269","1"
"969","cg15598719","13"
"970","cg15601229","10"
"971","cg15604357","1"
"972","cg15612546","2"
"973","cg15619643","13"
"974","cg15626777","2"
"975","cg15627031","2"
"976","cg15648207","2"
"977","cg15685604","2"
"978","cg15694879","2"
"979","cg15727920","12"
"980","cg15817769","13"
"981","cg15830682","8"
"982","cg15881119","2"
"983","cg15902745","6"
"984","cg15965913","10"
"985","cg15975676","9"
"986","cg15989966","9"
"987","cg15990451","13"
"988","cg16004056","12"
"989","cg16009787","10"
"990","cg16018455","3"
"991","cg16020436","9"
"992","cg16026299","10"
"993","cg16050326","9"
"994","cg16050959","12"
"995","cg16110314","8"
"996","cg16119372","13"
"997","cg16143889","12"
"998","cg16148365","1"
"999","cg16177633","9"
"1000","cg16242604","13"
"1001","cg16243606","1"
"1002","cg16244690","9"
"1003","cg16246661","8"
"1004","cg16252973","1"
"1005","cg16269144","8"
"1006","cg16294641","3"
"1007","cg16308229","12"
"1008","cg16309729","10"
"1009","cg16311344","2"
"1010","cg16315740","3"
"1011","cg16383081","2"
"1012","cg16386806","12"
"1013","cg16389252","2"
"1014","cg16394138","10"
"1015","cg16404569","8"
"1016","cg16405055","7"
"1017","cg16405703","1"
"1018","cg16411683","8"
"1019","cg16415604","2"
"1020","cg16490126","2"
"1021","cg16508600","13"
"1022","cg16549694","2"
"1023","cg16550952","10"
"1024","cg16560370","9"
"1025","cg16573386","2"
"1026","cg16574962","9"
"1027","cg16575981","2"
"1028","cg16598244","12"
"1029","cg16611852","2"
"1030","cg16651768","12"
"1031","cg16723182","5"
"1032","cg16769442","10"
"1033","cg16821793","1"
"1034","cg16886895","10"
"1035","cg16909293","13"
"1036","cg17014728","1"
"1037","cg17016830","10"
"1038","cg17021487","12"
"1039","cg17029721","9"
"1040","cg17067005","1"
"1041","cg17080882","1"
"1042","cg17081867","9"
"1043","cg17095936","1"
"1044","cg17107307","8"
"1045","cg17113878","1"
"1046","cg17138539","9"
"1047","cg17153775","9"
"1048","cg17156641","12"
"1049","cg17240760","10"
"1050","cg17245735","7"
"1051","cg17276863","13"
"1052","cg17278793","12"
"1053","cg17282145","1"
"1054","cg17299412","13"
"1055","cg17325318","9"
"1056","cg17416233","1"
"1057","cg17430805","3"
"1058","cg17434472","2"
"1059","cg17449759","8"
"1060","cg17456545","5"
"1061","cg17462417","1"
"1062","cg17466474","1"
"1063","cg17468459","13"
"1064","cg17473712","9"
"1065","cg17474224","8"
"1066","cg17479999","10"
"1067","cg17508273","13"
"1068","cg17511707","13"
"1069","cg17513787","8"
"1070","cg17515462","1"
"1071","cg17591343","10"
"1072","cg17718321","3"
"1073","cg17718515","10"
"1074","cg17733100","10"
"1075","cg17733515","12"
"1076","cg17752960","2"
"1077","cg17754168","8"
"1078","cg17759535","2"
"1079","cg17785515","9"
"1080","cg17827017","12"
"1081","cg17840367","3"
"1082","cg17869988","12"
"1083","cg17872853","2"
"1084","cg17875320","3"
"1085","cg17885806","10"
"1086","cg17903275","9"
"1087","cg17903359","9"
"1088","cg17907945","2"
"1089","cg17970107","13"
"1090","cg18019088","13"
"1091","cg18045831","2"
"1092","cg18115969","13"
"1093","cg18121962","12"
"1094","cg18128212","12"
"1095","cg18128546","10"
"1096","cg18131828","2"
"1097","cg18137512","13"
"1098","cg18153213","10"
"1099","cg18156963","3"
"1100","cg18162350","1"
"1101","cg18165259","2"
"1102","cg18167160","1"
"1103","cg18172330","2"
"1104","cg18176336","2"
"1105","cg18176395","12"
"1106","cg18187985","9"
"1107","cg18221336","9"
"1108","cg18222371","12"
"1109","cg18231981","2"
"1110","cg18268488","9"
"1111","cg18274735","12"
"1112","cg18279150","2"
"1113","cg18288914","1"
"1114","cg18318715","12"
"1115","cg18327319","12"
"1116","cg18350545","9"
"1117","cg18381955","13"
"1118","cg18395993","2"
"1119","cg18398058","2"
"1120","cg18596794","1"
"1121","cg18646186","12"
"1122","cg18709722","10"
"1123","cg18788313","3"
"1124","cg18789069","13"
"1125","cg18828883","10"
"1126","cg18895413","2"
"1127","cg18964582","8"
"1128","cg19026029","12"
"1129","cg19088572","10"
"1130","cg19101893","1"
"1131","cg19136075","12"
"1132","cg19163348","2"
"1133","cg19239018","2"
"1134","cg19243883","8"
"1135","cg19253339","9"
"1136","cg19253831","12"
"1137","cg19262476","3"
"1138","cg19285508","12"
"1139","cg19313660","9"
"1140","cg19321304","13"
"1141","cg19321991","10"
"1142","cg19374731","1"
"1143","cg19520372","1"
"1144","cg19560210","1"
"1145","cg19580810","12"
"1146","cg19589131","13"
"1147","cg19595835","7"
"1148","cg19602452","8"
"1149","cg19629754","10"
"1150","cg19632574","2"
"1151","cg19641455","7"
"1152","cg19675955","1"
