"","V1","V2"
"162","cg02202305","6"
"163","cg02228207","6"
"164","cg02236913","12"
"165","cg02238760","10"
"166","cg02255801","8"
"167","cg02292720","10"
"168","cg02293668","6"
"169","cg02307537","12"
"170","cg02333202","5"
"171","cg02343275","3"
"172","cg02347356","4"
"173","cg02453146","6"
"174","cg02459107","12"
"175","cg02481237","12"
"176","cg02483661","6"
"177","cg02484476","8"
"178","cg02493905","10"
"179","cg02494593","12"
"180","cg02506501","9"
"181","cg02533419","2"
"182","cg02569658","3"
"183","cg02590572","10"
"184","cg02632362","6"
"185","cg02639011","5"
"186","cg02674114","3"
"187","cg02696670","5"
"188","cg02723372","11"
"189","cg02731917","10"
"190","cg02736560","9"
"191","cg02751839","9"
"192","cg02753203","9"
"193","cg02774129","10"
"194","cg02779944","3"
"195","cg02805810","10"
"196","cg02828779","10"
"197","cg02837162","8"
"198","cg02892350","2"
"199","cg02892755","12"
"200","cg02897824","8"
"201","cg02902637","10"
"202","cg02906823","10"
"203","cg02912371","10"
"204","cg02913804","12"
"205","cg02916713","5"
"206","cg02920851","7"
"207","cg02951738","3"
"208","cg02952078","7"
"209","cg02957924","5"
"210","cg02959112","8"
"211","cg02970525","2"
"212","cg02974085","10"
"213","cg02974968","8"
"214","cg02975102","4"
"215","cg03001828","2"
"216","cg03003601","5"
"217","cg03004102","10"
"218","cg03006527","7"
"219","cg03030665","10"
"220","cg03033447","8"
"221","cg03055021","9"
"222","cg03058163","11"
"223","cg03060439","2"
"224","cg03104467","5"
"225","cg03113045","12"
"226","cg03137209","8"
"227","cg03137826","9"
"228","cg03149128","6"
"229","cg03149432","6"
"230","cg03167369","2"
"231","cg03210277","2"
"232","cg03220543","4"
"233","cg03224209","6"
"234","cg03255783","8"
"235","cg03260624","8"
"236","cg03272326","10"
"237","cg03298073","8"
"238","cg03321142","10"
"239","cg03323953","11"
"240","cg03339674","12"
"241","cg03387723","8"
"242","cg03399754","10"
"243","cg03401379","3"
"244","cg03409548","3"
"245","cg03421657","10"
"246","cg03426226","9"
"247","cg03457400","10"
"248","cg03495868","6"
"249","cg03522107","3"
"250","cg03522799","6"
"251","cg03523254","10"
"252","cg03530925","6"
"253","cg03547355","4"
"254","cg03559467","2"
"255","cg03568718","12"
"256","cg03585734","11"
"257","cg03593833","6"
"258","cg03611809","5"
"259","cg03618741","11"
"260","cg03618918","10"
"261","cg03669282","2"
"262","cg03702975","3"
"263","cg03732936","6"
"264","cg03738329","11"
"265","cg03743675","10"
"266","cg03747657","12"
"267","cg03770703","9"
"268","cg03814321","7"
"269","cg03847796","12"
"270","cg03848004","10"
"271","cg03881934","12"
"272","cg03942051","6"
"273","cg03946297","10"
"274","cg03947026","3"
"275","cg03950655","10"
"276","cg03959306","12"
"277","cg03959945","10"
"278","cg03966708","1"
"279","cg03986322","4"
"280","cg03987192","7"
"281","cg03989270","9"
"282","cg04017672","3"
"283","cg04022560","5"
"284","cg04023573","9"
"285","cg04038241","6"
"286","cg04080625","7"
"287","cg04092685","11"
"288","cg04094178","10"
"289","cg04095498","9"
"290","cg04095732","2"
"291","cg04111102","6"
"292","cg04113693","6"
"293","cg04117379","12"
"294","cg04121028","5"
"295","cg04121938","6"
"296","cg04128045","2"
"297","cg04132851","6"
"298","cg04139043","10"
"299","cg04140596","10"
"300","cg04208435","5"
"301","cg04208928","10"
"302","cg04209825","6"
"303","cg04213163","4"
"304","cg04236334","10"
"305","cg04236915","5"
"306","cg04244849","9"
"307","cg04276005","6"
"308","cg04284321","8"
"309","cg04290747","6"
"310","cg04291383","12"
"311","cg04305672","12"
"312","cg04309480","10"
"313","cg04310063","11"
"314","cg04314414","9"
"315","cg04323427","6"
"316","cg04374231","3"
"317","cg04396915","12"
"318","cg04463636","11"
"319","cg04475069","6"
"320","cg04486013","8"
"321","cg04488647","9"
"322","cg04505023","9"
"323","cg04508216","9"
"324","cg04553810","2"
"325","cg04563215","10"
"326","cg04605504","11"
"327","cg04605987","6"
"328","cg04619882","10"
"329","cg04717699","9"
"330","cg04718492","9"
"331","cg04722756","2"
"332","cg04724866","11"
"333","cg04746890","6"
"334","cg04783161","5"
"335","cg04788743","10"
"336","cg04791601","10"
"337","cg04832545","12"
"338","cg04850423","6"
"339","cg04852275","10"
"340","cg04854189","9"
"341","cg04859929","12"
"342","cg04875041","10"
"343","cg04886783","8"
"344","cg04890237","10"
"345","cg04910752","8"
"346","cg04911680","7"
"347","cg04914198","9"
"348","cg04914832","10"
"349","cg04918708","5"
"350","cg04918831","9"
"351","cg04920632","11"
"352","cg04931216","6"
"353","cg04934402","9"
"354","cg04974913","6"
"355","cg05000598","10"
"356","cg05004108","2"
"357","cg05005077","9"
"358","cg05005385","6"
"359","cg05007495","4"
"360","cg05031204","3"
"361","cg05046722","10"
"362","cg05132568","9"
"363","cg05160678","2"
"364","cg05183226","4"
"365","cg05226125","10"
"366","cg05262191","6"
"367","cg05301811","6"
"368","cg05306395","6"
"369","cg05341781","11"
"370","cg05350607","8"
"371","cg05364394","2"
"372","cg05369553","5"
"373","cg05375699","10"
"374","cg05375878","10"
"375","cg05376937","8"
"376","cg05393578","8"
"377","cg05521659","9"
"378","cg05526036","5"
"379","cg05599158","3"
"380","cg05658491","6"
"381","cg05674944","6"
"382","cg05722993","12"
"383","cg05729000","10"
"384","cg05738246","2"
"385","cg05767561","2"
"386","cg05783223","3"
"387","cg05784193","5"
"388","cg05785988","8"
"389","cg05789637","9"
"390","cg05791946","12"
"391","cg05807885","2"
"392","cg05922993","12"
"393","cg05924583","6"
"394","cg05949203","4"
"395","cg05961374","9"
"396","cg06034933","6"
"397","cg06037693","9"
"398","cg06051154","12"
"399","cg06059663","2"
"400","cg06061240","11"
"401","cg06080300","8"
"402","cg06088759","7"
"403","cg06094126","7"
"404","cg06095202","10"
"405","cg06099439","8"
"406","cg06155620","10"
"407","cg06157335","6"
"408","cg06159394","3"
"409","cg06161697","12"
"410","cg06163371","6"
"411","cg06174704","8"
"412","cg06176608","9"
"413","cg06178123","8"
"414","cg06190082","10"
"415","cg06193359","10"
"416","cg06207804","3"
"417","cg06213484","10"
"418","cg06214853","9"
"419","cg06315347","10"
"420","cg06324192","4"
"421","cg06380199","8"
"422","cg06395167","8"
"423","cg06436573","10"
"424","cg06441106","6"
"425","cg06511330","9"
"426","cg06512918","3"
"427","cg06513673","10"
"428","cg06516956","11"
"429","cg06521247","11"
"430","cg06525453","12"
"431","cg06543055","5"
"432","cg06543424","10"
"433","cg06606207","10"
"434","cg06629702","4"
"435","cg06630737","6"
"436","cg06632794","3"
"437","cg06640695","8"
"438","cg06640822","4"
"439","cg06647600","8"
"440","cg06660570","9"
"441","cg06671340","2"
"442","cg06718763","2"
"443","cg06720467","4"
"444","cg06738889","6"
"445","cg06750292","8"
"446","cg06774445","4"
"447","cg06780032","6"
"448","cg06785060","10"
"449","cg06791328","10"
"450","cg06792911","2"
"451","cg06801811","12"
"452","cg06814194","12"
"453","cg06872185","8"
"454","cg06880420","12"
"455","cg06883089","10"
"456","cg06908550","10"
"457","cg06913744","11"
"458","cg06929846","6"
"459","cg06941335","6"
"460","cg06942124","5"
"461","cg06948937","11"
"462","cg06959142","6"
"463","cg06959664","9"
"464","cg06973225","9"
"465","cg06975592","2"
"466","cg06992147","2"
"467","cg07010486","8"
"468","cg07012832","10"
"469","cg07022343","8"
"470","cg07044282","10"
"471","cg07104732","4"
"472","cg07108118","12"
"473","cg07134804","9"
"474","cg07135732","6"
"475","cg07142668","6"
"476","cg07148896","7"
"477","cg07149641","9"
"478","cg07176609","12"
"479","cg07180649","3"
"480","cg07181406","6"
"481","cg07193534","12"
"482","cg07203151","11"
"483","cg07204163","12"
"484","cg07229301","10"
"485","cg07239004","12"
"486","cg07244253","6"
"487","cg07247610","10"
"488","cg07280242","6"
"489","cg07288476","6"
"490","cg07291005","6"
"491","cg07313835","11"
"492","cg07316644","4"
"493","cg07332002","3"
"494","cg07348300","8"
"495","cg07353685","4"
"496","cg07367302","4"
"497","cg07372520","10"
"498","cg07379893","10"
"499","cg07419586","10"
"500","cg07426848","10"
"501","cg07430760","6"
"502","cg07552868","8"
"503","cg07591515","8"
"504","cg07596668","8"
"505","cg07686479","6"
"506","cg07719599","11"
"507","cg07774299","6"
"508","cg07775117","7"
"509","cg07785791","10"
"510","cg07787977","4"
"511","cg07813254","8"
"512","cg07824564","2"
"513","cg07841280","11"
"514","cg07896855","9"
"515","cg07901188","9"
"516","cg07902789","3"
"517","cg07910552","11"
"518","cg07946260","10"
"519","cg07978996","12"
"520","cg08023265","3"
"521","cg08037440","2"
"522","cg08067365","2"
"523","cg08128007","10"
"524","cg08129914","6"
"525","cg08138571","2"
"526","cg08146717","12"
"527","cg08213098","2"
"528","cg08244866","6"
"529","cg08248705","12"
"530","cg08251427","7"
"531","cg08263205","4"
"532","cg08264906","10"
"533","cg08268274","9"
"534","cg08293760","2"
"535","cg08371190","8"
"536","cg08398233","7"
"537","cg08425449","6"
"538","cg08452766","3"
"539","cg08453036","6"
"540","cg08466883","2"
"541","cg08467760","6"
"542","cg08477744","9"
"543","cg08480609","12"
"544","cg08538869","9"
"545","cg08541521","6"
"546","cg08548315","9"
"547","cg08598698","5"
"548","cg08606911","6"
"549","cg08621441","8"
"550","cg08644360","6"
"551","cg08644463","9"
"552","cg08647685","5"
"553","cg08651730","11"
"554","cg08655206","11"
"555","cg08655788","2"
"556","cg08718293","9"
"557","cg08722591","8"
"558","cg08730434","8"
"559","cg08738280","9"
"560","cg08808367","6"
"561","cg08862778","6"
"562","cg08867767","8"
"563","cg08872703","8"
"564","cg08877960","8"
"565","cg08878744","8"
"566","cg08885800","6"
"567","cg08901901","2"
"568","cg08916050","2"
"569","cg08918031","4"
"570","cg08933000","9"
"571","cg08938976","2"
"572","cg08978953","6"
"573","cg08979126","11"
"574","cg09017235","9"
"575","cg09024606","9"
"576","cg09027436","12"
"577","cg09035152","12"
"578","cg09036837","7"
"579","cg09042458","9"
"580","cg09061993","11"
"581","cg09064061","8"
"582","cg09072560","6"
"583","cg09119494","6"
"584","cg09134497","10"
"585","cg09152490","8"
"586","cg09161043","8"
"587","cg09174188","8"
"588","cg09175749","2"
"589","cg09182971","9"
"590","cg09220235","5"
"591","cg09222993","12"
"592","cg09228402","9"
"593","cg09233730","9"
"594","cg09247779","10"
"595","cg09254853","9"
"596","cg09257526","7"
"597","cg09274167","9"
"598","cg09274826","3"
"599","cg09303881","11"
"600","cg09317398","8"
"601","cg09329407","8"
"602","cg09354294","8"
"603","cg09356672","11"
"604","cg09361491","6"
"605","cg09363991","10"
"606","cg09364688","6"
"607","cg09473455","10"
"608","cg09501892","6"
"609","cg09502502","6"
"610","cg09503397","9"
"611","cg09509365","9"
"612","cg09580755","11"
"613","cg09584702","11"
"614","cg09649799","6"
"615","cg09670535","3"
"616","cg09678367","6"
"617","cg09684338","10"
"618","cg09752398","10"
"619","cg09754932","10"
"620","cg09808075","10"
"621","cg09811860","7"
"622","cg09818691","5"
"623","cg09825327","8"
"624","cg09847368","5"
"625","cg09850012","8"
"626","cg09852427","11"
"627","cg09858925","11"
"628","cg09861436","12"
"629","cg09862072","6"
"630","cg09869882","3"
"631","cg09873405","3"
"632","cg09891066","11"
"633","cg09899041","9"
"634","cg09902062","10"
"635","cg09934326","2"
"636","cg09940675","10"
"637","cg09941208","9"
"638","cg09988116","9"
"639","cg10021122","8"
"640","cg10074409","2"
"641","cg10174575","12"
"642","cg10177528","10"
"643","cg10184881","2"
"644","cg10201923","12"
"645","cg10202457","6"
"646","cg10207928","10"
"647","cg10210094","9"
"648","cg10210448","10"
"649","cg10219223","8"
"650","cg10219957","4"
"651","cg10221856","11"
"652","cg10227880","9"
"653","cg10228857","10"
"654","cg10236596","8"
"655","cg10283737","6"
"656","cg10314133","9"
"657","cg10364249","8"
"658","cg10364513","2"
"659","cg10376814","9"
"660","cg10391102","10"
"661","cg10392840","6"
"662","cg10443187","6"
"663","cg10467711","6"
"664","cg10482224","12"
"665","cg10500165","9"
"666","cg10521536","9"
"667","cg10523319","11"
"668","cg10528457","9"
"669","cg10530280","9"
"670","cg10536786","9"
"671","cg10545682","2"
"672","cg10554624","8"
"673","cg10555961","12"
"674","cg10559803","7"
"675","cg10573643","11"
"676","cg10579941","10"
"677","cg10585371","6"
"678","cg10613684","5"
"679","cg10632728","4"
"680","cg10700717","6"
"681","cg10704177","9"
"682","cg10705391","10"
"683","cg10706206","12"
"684","cg10716120","10"
"685","cg10778072","8"
"686","cg10813183","9"
"687","cg10835795","12"
"688","cg10888390","6"
"689","cg10914749","11"
"690","cg10954654","12"
"691","cg10962490","9"
"692","cg10972990","11"
"693","cg10975873","7"
"694","cg10984490","2"
"695","cg10992634","10"
"696","cg10994249","8"
"697","cg10994397","11"
"698","cg10994693","8"
"699","cg11075509","11"
"700","cg11082779","7"
"701","cg11135080","12"
"702","cg11138547","11"
"703","cg11143175","7"
"704","cg11153057","10"
"705","cg11167637","5"
"706","cg11173422","2"
"707","cg11192270","6"
"708","cg11192416","6"
"709","cg11193274","5"
"710","cg11193416","4"
"711","cg11207270","9"
"712","cg11211040","10"
"713","cg11215296","9"
"714","cg11222630","11"
"715","cg11226336","8"
"716","cg11244180","9"
"717","cg11244695","11"
"718","cg11248857","9"
"719","cg11262906","6"
"720","cg11332951","8"
"721","cg11335179","12"
"722","cg11337967","9"
"723","cg11340941","4"
"724","cg11385094","10"
"725","cg11393031","9"
"726","cg11405695","4"
"727","cg11414742","4"
"728","cg11448896","6"
"729","cg11518359","2"
"730","cg11527367","4"
"731","cg11534240","4"
"732","cg11560403","11"
"733","cg11579466","11"
"734","cg11582579","10"
"735","cg11586519","6"
"736","cg11674448","9"
"737","cg11687863","12"
"738","cg11696173","8"
"739","cg11699826","6"
"740","cg11735311","6"
"741","cg11737676","6"
"742","cg11739399","7"
"743","cg11742472","8"
"744","cg11750103","5"
"745","cg11750883","8"
"746","cg11751688","10"
"747","cg11754828","9"
"748","cg11755251","8"
"749","cg11758127","9"
"750","cg11785574","6"
"751","cg11787626","11"
"752","cg11790699","10"
"753","cg11795488","10"
"754","cg11803077","2"
"755","cg11804692","10"
"756","cg11804721","10"
"757","cg11806203","5"
"758","cg11806635","9"
"759","cg11808099","7"
"760","cg11812748","2"
"761","cg11812928","4"
"762","cg11819201","10"
"763","cg11837910","5"
"764","cg11847126","9"
"765","cg11858029","9"
"766","cg11902458","6"
"767","cg11946666","7"
"768","cg11956108","11"
"769","cg11958495","7"
"770","cg11959316","9"
"771","cg11964810","9"
"772","cg11989330","2"
"773","cg12044615","6"
"774","cg12058501","10"
"775","cg12065406","12"
"776","cg12085265","5"
"777","cg12108798","8"
"778","cg12139725","6"
"779","cg12158389","6"
"780","cg12220376","10"
"781","cg12233379","6"
"782","cg12267236","9"
"783","cg12285988","3"
"784","cg12319004","10"
"785","cg12356261","6"
"786","cg12394941","10"
"787","cg12409821","9"
"788","cg12421513","9"
"789","cg12433423","10"
"790","cg12446045","9"
"791","cg12460254","4"
"792","cg12465490","8"
"793","cg12471051","4"
"794","cg12480301","8"
"795","cg12481389","11"
"796","cg12515325","6"
"797","cg12524640","8"
"798","cg12529228","11"
"799","cg12552303","12"
"800","cg12581598","12"
"801","cg12583970","9"
"802","cg12593541","6"
"803","cg12593849","12"
"804","cg12596040","6"
"805","cg12599275","9"
"806","cg12604162","2"
"807","cg12604950","6"
"808","cg12610832","2"
"809","cg12636169","2"
"810","cg12647496","12"
"811","cg12651712","10"
"812","cg12657297","12"
"813","cg12660813","10"
"814","cg12688609","8"
"815","cg12689996","9"
"816","cg12695612","9"
"817","cg12696750","6"
"818","cg12700319","6"
"819","cg12711814","6"
"820","cg12720643","3"
"821","cg12739119","5"
"822","cg12743165","11"
"823","cg12753518","6"
"824","cg12764314","9"
"825","cg12765549","9"
"826","cg12792389","9"
"827","cg12807588","4"
"828","cg12810297","8"
"829","cg12869058","10"
"830","cg12871507","6"
"831","cg12907598","12"
"832","cg12909536","2"
"833","cg12924059","12"
"834","cg12939901","4"
"835","cg13025553","12"
"836","cg13047196","10"
"837","cg13054119","6"
"838","cg13061570","10"
"839","cg13063658","9"
"840","cg13065735","8"
"841","cg13068215","9"
"842","cg13089904","4"
"843","cg13107669","9"
"844","cg13109528","9"
"845","cg13110461","9"
"846","cg13111263","8"
"847","cg13116071","9"
"848","cg13130526","11"
"849","cg13139730","4"
"850","cg13148669","8"
"851","cg13170032","6"
"852","cg13175159","4"
"853","cg13199589","3"
"854","cg13200838","2"
"855","cg13202213","10"
"856","cg13204193","12"
"857","cg13215285","11"
"858","cg13219080","11"
"859","cg13221499","5"
"860","cg13263483","6"
"861","cg13314614","6"
"862","cg13320181","9"
"863","cg13331246","9"
"864","cg13357341","8"
"865","cg13364230","3"
"866","cg13366738","9"
"867","cg13380612","11"
"868","cg13385220","11"
"869","cg13401963","11"
"870","cg13432945","11"
"871","cg13449606","8"
"872","cg13457651","11"
"873","cg13473505","5"
"874","cg13486820","6"
"875","cg13546817","11"
"876","cg13548554","10"
"877","cg13550729","12"
"878","cg13556548","2"
"879","cg13557373","9"
"880","cg13558682","9"
"881","cg13605615","7"
"882","cg13640100","2"
"883","cg13655674","2"
"884","cg13674411","9"
"885","cg13676431","9"
"886","cg13683975","10"
"887","cg13684632","10"
"888","cg13791379","9"
"889","cg13794863","4"
"890","cg13803503","8"
"891","cg13804316","6"
"892","cg13805052","11"
"893","cg13843611","10"
"894","cg13870102","6"
"895","cg13877715","8"
"896","cg13905899","10"
"897","cg13919631","10"
"898","cg13922745","10"
"899","cg13938876","11"
"900","cg13940218","10"
"901","cg13967936","9"
"902","cg13974761","8"
"903","cg13987674","8"
"904","cg14013099","12"
"905","cg14038009","10"
"906","cg14128890","6"
"907","cg14129430","8"
"908","cg14173199","6"
"909","cg14186963","2"
"910","cg14186992","10"
"911","cg14206730","2"
"912","cg14207589","3"
"913","cg14210287","2"
"914","cg14238120","8"
"915","cg14260998","12"
"916","cg14283381","2"
"917","cg14429204","3"
"918","cg14508705","12"
"919","cg14511768","6"
"920","cg14514130","9"
"921","cg14522302","9"
"922","cg14523706","7"
"923","cg14525270","6"
"924","cg14526939","6"
"925","cg14531576","10"
"926","cg14531840","9"
"927","cg14540297","6"
"928","cg14545899","2"
"929","cg14578612","9"
"930","cg14614754","8"
"931","cg14615152","8"
"932","cg14656575","9"
"933","cg14663208","10"
"934","cg14712575","8"
"935","cg14733680","6"
"936","cg14777702","9"
"937","cg14780084","5"
"938","cg14822257","12"
"939","cg14826624","10"
"940","cg14912788","10"
"941","cg14914422","6"
"942","cg14965611","1"
"943","cg14969332","10"
"944","cg14980020","10"
"945","cg15022359","10"
"946","cg15027266","8"
"947","cg15058557","10"
"948","cg15059851","9"
"949","cg15081740","10"
"950","cg15086653","8"
"951","cg15092772","10"
"952","cg15094634","12"
"953","cg15095906","3"
"954","cg15101245","6"
"955","cg15102821","8"
"956","cg15112910","10"
"957","cg15130541","2"
"958","cg15131146","7"
"959","cg15151059","9"
"960","cg15156367","10"
"961","cg15160686","7"
"962","cg15204874","3"
"963","cg15207669","11"
"964","cg15211996","10"
"965","cg15235185","6"
"966","cg15261221","6"
"967","cg15323084","11"
"968","cg15324865","5"
"969","cg15356494","4"
"970","cg15452381","8"
"971","cg15462203","12"
"972","cg15465107","8"
"973","cg15472728","7"
"974","cg15475967","11"
"975","cg15489799","4"
"976","cg15490897","3"
"977","cg15502465","7"
"978","cg15502607","10"
"979","cg15505277","10"
"980","cg15515095","12"
"981","cg15547662","3"
"982","cg15548859","8"
"983","cg15553852","5"
"984","cg15558102","3"
"985","cg15584788","6"
"986","cg15585341","12"
"987","cg15590912","10"
"988","cg15595501","6"
"989","cg15598265","8"
"990","cg15633273","5"
"991","cg15640927","11"
"992","cg15649857","8"
"993","cg15691841","2"
"994","cg15700006","2"
"995","cg15703790","12"
"996","cg15708776","10"
"997","cg15722265","10"
"998","cg15723468","9"
"999","cg15729977","4"
"1000","cg15732451","10"
"1001","cg15789095","10"
"1002","cg15837100","8"
"1003","cg15842216","6"
"1004","cg15892784","3"
"1005","cg15895132","8"
"1006","cg15905435","6"
"1007","cg15935791","6"
"1008","cg15935965","2"
"1009","cg15965716","9"
"1010","cg15978832","2"
"1011","cg15978880","12"
"1012","cg15990632","12"
"1013","cg15991503","10"
"1014","cg16001150","11"
"1015","cg16002248","7"
"1016","cg16017414","5"
"1017","cg16022904","7"
"1018","cg16024523","4"
"1019","cg16034517","12"
"1020","cg16037062","8"
"1021","cg16051685","10"
"1022","cg16054278","5"
"1023","cg16064054","2"
"1024","cg16103959","2"
"1025","cg16117513","10"
"1026","cg16118379","5"
"1027","cg16121177","6"
"1028","cg16122427","6"
"1029","cg16127759","3"
"1030","cg16136290","8"
"1031","cg16148270","4"
"1032","cg16167013","12"
"1033","cg16168311","3"
"1034","cg16170838","8"
"1035","cg16171860","11"
"1036","cg16174164","9"
"1037","cg16176095","9"
"1038","cg16215249","2"
"1039","cg16241391","10"
"1040","cg16251079","6"
"1041","cg16252905","10"
"1042","cg16255279","12"
"1043","cg16264776","5"
"1044","cg16286249","12"
"1045","cg16296829","8"
"1046","cg16314441","10"
"1047","cg16328466","10"
"1048","cg16348003","10"
"1049","cg16349331","8"
"1050","cg16349667","8"
"1051","cg16350608","10"
"1052","cg16360668","9"
"1053","cg16367786","10"
"1054","cg16368763","3"
"1055","cg16374906","11"
"1056","cg16418734","9"
"1057","cg16431369","12"
"1058","cg16438688","3"
"1059","cg16491530","9"
"1060","cg16514473","9"
"1061","cg16516490","5"
"1062","cg16517394","6"
"1063","cg16527877","4"
"1064","cg16554148","8"
"1065","cg16574073","7"
"1066","cg16599703","3"
"1067","cg16608348","2"
"1068","cg16654806","6"
"1069","cg16663033","10"
"1070","cg16680125","5"
"1071","cg16691196","12"
"1072","cg16696648","9"
"1073","cg16729555","10"
"1074","cg16731488","6"
"1075","cg16733136","4"
"1076","cg16733813","10"
"1077","cg16735130","10"
"1078","cg16767915","4"
"1079","cg16825000","10"
"1080","cg16855929","12"
"1081","cg16899892","3"
"1082","cg16904348","9"
"1083","cg16905199","4"
"1084","cg16907075","2"
"1085","cg16987552","8"
"1086","cg16993748","11"
"1087","cg16997278","12"
"1088","cg17002316","12"
"1089","cg17002428","10"
"1090","cg17008160","8"
"1091","cg17011300","11"
"1092","cg17015179","12"
"1093","cg17035844","9"
"1094","cg17036164","10"
"1095","cg17065852","4"
"1096","cg17079374","2"
"1097","cg17089019","9"
"1098","cg17104959","5"
"1099","cg17107867","8"
"1100","cg17135423","8"
"1101","cg17137063","10"
"1102","cg17143900","9"
"1103","cg17157516","2"
"1104","cg17164905","8"
"1105","cg17170190","8"
"1106","cg17180631","2"
"1107","cg17184245","4"
"1108","cg17267628","10"
"1109","cg17270598","5"
"1110","cg17313031","6"
"1111","cg17327029","9"
"1112","cg17328472","6"
"1113","cg17331566","8"
"1114","cg17431888","8"
"1115","cg17443473","9"
"1116","cg17444595","2"
"1117","cg17452625","12"
"1118","cg17470497","11"
"1119","cg17479763","8"
"1120","cg17480145","2"
"1121","cg17483482","10"
"1122","cg17484154","2"
"1123","cg17491697","6"
"1124","cg17493398","11"
"1125","cg17495046","9"
"1126","cg17501774","11"
"1127","cg17508639","10"
"1128","cg17511251","9"
"1129","cg17518949","8"
"1130","cg17543296","6"
"1131","cg17554996","10"
"1132","cg17592667","11"
"1133","cg17598997","2"
"1134","cg17608500","6"
"1135","cg17727529","6"
"1136","cg17736671","4"
"1137","cg17744836","11"
"1138","cg17751747","9"
"1139","cg17797480","10"
"1140","cg17804651","8"
"1141","cg17821649","12"
"1142","cg17832678","5"
"1143","cg17838754","10"
"1144","cg17843487","12"
"1145","cg17869339","11"
"1146","cg17891928","9"
"1147","cg17906245","10"
"1148","cg17907911","10"
"1149","cg17930852","6"
"1150","cg17956387","6"
"1151","cg17969662","10"
"1152","cg17992056","6"
